MPAnoIso,Signal Peptide (PredSi),Signal Peptide (SignalP),Signal Peptide (Phobius),SPC,cirfessScore,Topology
P32766,Yes,Yes,Yes,0,16,No
P32780,No,No,No,0,0,No
P32821,Yes,No,Yes,0,0,No
P32822,Yes,No,Yes,0,0,No
P32848,No,No,No,0,0,No
P32851,No,No,No,0,0,No
P32856,No,No,No,2,0,No
P32881,Yes,Yes,Yes,0,0,No
P32883,No,No,No,0,0,No
P32921,No,No,No,0,0,No
P32926,No,Yes,Yes,3,24,Yes
P32927,Yes,Yes,Yes,4,34,Yes
P32929,No,No,No,0,0,No
P32942,Yes,Yes,Yes,4,112,Yes
P32958,No,Yes,No,0,0,No
P32969,No,No,No,0,0,No
P32970,Yes,No,No,3,18,Yes
P32971,Yes,No,No,4,0,Yes
P32972,No,Yes,No,0,23,Yes
P33032,No,No,No,3,12,Yes
P33033,No,No,No,0,1,Yes
P33076,No,No,No,0,3,No
P33121,No,No,No,1,54,No
P33124,No,Yes,No,0,20,No
P33146,Yes,Yes,Yes,0,50,Yes
P33151,Yes,Yes,Yes,4,76,Yes
P33173,No,No,No,0,0,No
P33174,No,No,No,0,0,No
P33175,No,No,No,0,0,No
P33176,No,No,No,0,0,No
P33215,No,No,No,0,0,No
P33240,No,No,No,0,0,No
P33241,No,No,No,0,0,No
P33242,No,No,No,0,0,No
P33260,Yes,Yes,Yes,0,17,No
P33261,Yes,Yes,Yes,0,17,No
P33267,Yes,Yes,Yes,0,38,No
P33272,Yes,Yes,Yes,0,10,No
P33273,Yes,Yes,Yes,0,29,No
P33274,No,Yes,No,0,0,No
P33316,No,No,No,0,0,No
P33402,No,No,No,0,0,No
P33434,Yes,Yes,Yes,0,44,No
P33435,Yes,Yes,Yes,0,37,No
P33436,Yes,Yes,Yes,0,44,No
P33527,No,No,No,4,98,Yes
P33533,No,Yes,No,0,4,Yes
P33534,No,No,No,0,0,Yes
P33535,No,No,No,0,10,Yes
P33552,No,No,No,0,0,No
P33568,No,No,No,0,0,No
P33578,Yes,Yes,Yes,0,12,No
P33579,Yes,Yes,No,0,0,No
P33580,Yes,Yes,Yes,0,17,No
P33581,No,No,No,0,0,No
P33587,Yes,Yes,Yes,0,27,No
P33609,No,No,No,0,0,No
P33610,No,No,No,0,0,No
P33611,No,No,No,0,0,No
P33622,Yes,Yes,Yes,0,0,No
P33671,Yes,Yes,Yes,0,0,Yes
P33680,Yes,Yes,Yes,0,2,No
P33681,Yes,Yes,No,4,58,Yes
P33763,No,No,No,0,0,No
P33764,No,No,No,0,0,No
P33766,No,Yes,No,0,18,Yes
P33778,No,No,No,0,0,No
P33896,Yes,Yes,Yes,0,78,Yes
P33897,No,No,Yes,1,17,No
P33908,Yes,No,Yes,1,12,No
P33947,Yes,No,No,1,6,No
P33981,No,No,No,0,0,No
P33991,No,No,No,0,0,No
P33992,No,No,No,0,0,No
P33993,No,No,No,0,0,No
P34022,No,No,No,0,0,No
P34056,No,No,No,0,0,No
P34057,No,No,No,0,0,No
P34058,No,No,No,0,0,No
P34059,Yes,Yes,Yes,0,16,No
P34064,No,No,No,0,0,No
P34067,No,No,No,0,0,No
P34080,No,Yes,No,0,4,Yes
P34096,Yes,Yes,Yes,0,0,No
P34130,Yes,Yes,Yes,0,6,No
P34131,Yes,Yes,Yes,0,5,No
P34152,No,No,No,0,0,No
P34158,No,No,No,0,38,Yes
P34207,Yes,Yes,Yes,0,19,No
P34741,Yes,Yes,Yes,4,6,Yes
P34810,Yes,Yes,Yes,3,30,Yes
P34820,Yes,Yes,Yes,0,21,No
P34821,Yes,Yes,Yes,0,20,No
P34884,No,No,No,0,0,No
P34896,No,No,No,0,0,No
P34897,No,No,No,0,0,No
P34900,Yes,Yes,Yes,0,0,Yes
P34901,Yes,Yes,Yes,0,22,Yes
P34902,Yes,Yes,Yes,0,46,Yes
P34903,Yes,Yes,No,3,33,Yes
P34910,No,No,No,4,12,Yes
P34913,No,No,No,0,0,No
P34914,No,No,No,0,0,No
P34925,Yes,Yes,Yes,3,38,Yes
P34926,No,No,No,0,0,No
P34927,No,Yes,No,0,46,Yes
P34928,Yes,Yes,Yes,0,0,No
P34931,No,No,No,0,0,No
P34932,No,No,No,0,0,No
P34947,No,No,No,0,0,No
P34949,No,No,No,0,0,No
P34960,Yes,Yes,Yes,0,30,No
P34968,No,No,Yes,0,24,Yes
P34969,No,No,No,3,8,Yes
P34971,No,No,Yes,0,7,Yes
P34972,Yes,No,No,3,6,Yes
P34975,No,No,No,0,0,Yes
P34978,No,Yes,No,0,4,Yes
P34980,No,No,No,0,14,Yes
P34981,Yes,No,No,2,18,Yes
P34982,Yes,No,No,2,10,Yes
P34983,No,Yes,No,0,2,Yes
P34984,No,Yes,No,0,12,Yes
P34985,No,No,No,0,2,Yes
P34986,No,No,No,0,8,Yes
P34987,No,Yes,No,0,8,Yes
P34995,Yes,No,No,2,0,Yes
P34997,No,No,No,0,20,Yes
P34998,Yes,Yes,Yes,3,32,Yes
P35000,Yes,No,Yes,0,22,Yes
P35030,No,No,No,0,0,No
P35052,Yes,Yes,Yes,1,18,No
P35053,Yes,Yes,Yes,0,17,No
P35070,Yes,Yes,Yes,3,10,Yes
P35080,No,No,No,0,0,No
P35123,No,No,No,0,0,No
P35125,No,No,No,0,0,No
P35171,No,No,No,0,5,No
P35173,No,No,No,0,0,No
P35174,No,No,No,0,0,No
P35175,No,No,No,0,0,No
P35212,Yes,No,No,4,2,Yes
P35213,No,No,No,0,0,No
P35218,No,No,No,0,0,No
P35219,No,No,No,0,0,No
P35221,No,No,No,0,0,No
P35222,No,No,No,0,0,No
P35225,Yes,Yes,Yes,1,9,No
P35226,No,No,No,0,0,No
P35227,No,No,No,0,0,No
P35228,No,No,No,0,0,No
P35230,Yes,Yes,Yes,0,4,No
P35231,Yes,No,Yes,0,0,No
P35232,Yes,No,Yes,0,9,No
P35233,No,No,No,0,35,No
P35234,No,No,No,0,0,No
P35235,No,No,No,0,0,No
P35236,No,No,No,0,0,No
P35237,No,No,No,0,0,No
P35240,No,No,No,1,0,No
P35241,No,No,No,1,0,No
P35242,Yes,Yes,Yes,0,11,No
P35243,No,No,No,0,0,No
P35244,No,No,No,0,0,No
P35247,Yes,Yes,Yes,0,6,No
P35248,Yes,Yes,Yes,0,16,No
P35249,No,No,No,0,0,No
P35250,No,No,No,0,0,No
P35251,No,No,No,0,0,No
P35268,No,No,No,0,0,No
P35269,No,No,No,0,0,No
P35270,Yes,No,No,0,0,No
P35276,No,No,No,0,0,No
P35278,No,No,No,0,0,No
P35279,No,No,No,0,0,No
P35280,No,No,No,0,0,No
P35281,No,No,Yes,0,17,No
P35282,No,No,Yes,0,11,No
P35283,No,No,No,0,0,No
P35284,No,No,No,0,0,No
P35285,No,No,No,0,0,No
P35286,No,No,No,0,0,No
P35288,No,No,No,0,0,No
P35289,No,No,No,0,0,No
P35290,No,No,No,0,0,No
P35292,No,No,No,0,0,No
P35293,No,No,No,0,0,No
P35294,No,No,No,0,0,No
P35295,No,No,No,0,0,No
P35318,Yes,Yes,Yes,0,0,No
P35321,No,No,No,0,0,No
P35325,No,No,No,0,0,No
P35326,No,No,No,0,0,No
P35329,Yes,Yes,Yes,0,110,Yes
P35330,Yes,Yes,Yes,0,42,Yes
P35332,No,No,No,0,0,No
P35343,No,No,No,0,39,Yes
P35345,No,No,No,0,2,Yes
P35346,Yes,No,No,3,8,Yes
P35347,Yes,Yes,Yes,0,32,Yes
P35348,Yes,No,No,3,8,Yes
P35349,Yes,Yes,Yes,0,44,Yes
P35351,No,No,No,0,28,Yes
P35353,Yes,Yes,Yes,0,36,Yes
P35354,Yes,Yes,Yes,0,35,No
P35355,Yes,Yes,Yes,0,45,No
P35363,No,No,No,0,44,Yes
P35364,No,Yes,No,0,12,Yes
P35365,No,Yes,No,0,4,Yes
P35367,Yes,No,No,3,22,Yes
P35368,No,No,No,4,12,Yes
P35370,No,No,No,0,4,Yes
P35372,No,No,No,3,8,Yes
P35374,No,No,No,0,28,Yes
P35375,No,No,No,0,14,Yes
P35377,No,No,No,0,4,Yes
P35378,Yes,Yes,Yes,0,38,Yes
P35383,No,No,No,0,30,Yes
P35385,No,No,No,0,0,No
P35396,No,No,No,0,0,No
P35398,No,No,No,0,0,No
P35400,Yes,Yes,Yes,0,59,Yes
P35407,No,No,No,0,31,Yes
P35408,No,No,No,3,13,Yes
P35410,No,No,No,3,0,Yes
P35411,No,Yes,No,0,12,Yes
P35412,No,No,No,0,4,Yes
P35413,No,No,Yes,0,1,Yes
P35414,Yes,No,No,3,8,Yes
P35419,No,No,No,0,68,Yes
P35426,No,No,No,0,0,No
P35427,No,No,No,0,0,No
P35428,No,No,No,0,0,No
P35429,No,No,No,0,0,No
P35433,No,No,No,0,0,No
P35434,No,No,No,0,0,No
P35435,No,No,No,0,0,No
P35436,Yes,Yes,Yes,0,236,Yes
P35438,Yes,Yes,Yes,0,120,Yes
P35439,Yes,Yes,Yes,0,120,Yes
P35441,Yes,Yes,Yes,0,62,No
P35442,Yes,Yes,Yes,0,53,No
P35443,Yes,Yes,Yes,0,15,No
P35444,Yes,Yes,Yes,0,41,No
P35446,Yes,Yes,Yes,0,30,No
P35452,No,No,No,0,0,No
P35453,No,No,No,0,0,No
P35454,Yes,Yes,Yes,0,0,No
P35455,Yes,Yes,Yes,0,6,No
P35456,Yes,Yes,Yes,0,48,No
P35459,Yes,Yes,Yes,0,9,No
P35460,Yes,Yes,Yes,0,5,No
P35461,Yes,Yes,Yes,0,13,No
P35462,Yes,No,No,3,4,Yes
P35465,No,No,No,0,0,No
P35467,No,No,No,0,0,No
P35475,Yes,Yes,Yes,0,21,No
P35486,No,No,Yes,0,0,No
P35487,No,No,Yes,0,9,No
P35492,No,No,No,0,0,No
P35498,No,No,No,3,67,Yes
P35499,No,No,No,3,53,Yes
P35503,Yes,Yes,Yes,0,66,No
P35504,Yes,Yes,Yes,0,32,No
P35505,No,No,No,0,0,No
P35520,No,No,No,0,0,No
P35523,No,No,No,1,28,Yes
P35524,No,No,No,0,30,Yes
P35525,No,No,Yes,0,44,No
P35527,No,No,No,0,0,No
P35542,Yes,Yes,Yes,0,6,No
P35544,No,No,No,0,0,No
P35545,No,No,No,0,0,No
P35546,Yes,No,Yes,0,63,Yes
P35548,No,No,No,0,0,No
P35550,No,No,No,0,0,No
P35555,Yes,Yes,Yes,0,218,No
P35556,Yes,Yes,Yes,0,352,No
P35557,No,No,No,0,0,No
P35558,No,No,No,0,0,No
P35559,No,No,Yes,0,48,No
P35560,No,No,No,0,8,Yes
P35561,No,No,No,0,0,Yes
P35563,Yes,Yes,Yes,0,14,Yes
P35564,Yes,Yes,Yes,0,0,No
P35565,Yes,Yes,Yes,0,0,No
P35568,No,No,No,0,0,No
P35569,No,No,No,0,0,No
P35570,No,No,No,0,0,No
P35571,No,No,Yes,0,66,No
P35572,Yes,Yes,Yes,0,0,No
P35573,No,No,No,0,0,No
P35575,No,No,No,0,4,No
P35576,No,No,No,0,4,No
P35577,Yes,Yes,Yes,0,20,No
P35579,No,No,No,1,0,No
P35580,No,No,No,1,0,No
P35582,No,No,No,0,0,No
P35583,No,No,No,0,0,No
P35584,No,No,No,0,0,No
P35585,No,No,No,0,0,No
P35590,Yes,Yes,Yes,4,54,Yes
P35601,No,No,No,0,0,No
P35606,No,No,No,0,0,No
P35609,No,No,No,0,0,No
P35610,No,No,No,0,17,No
P35611,No,No,No,0,0,No
P35612,No,No,No,0,0,No
P35613,Yes,Yes,Yes,4,40,Yes
P35625,Yes,Yes,Yes,0,15,No
P35626,No,No,No,0,0,No
P35637,No,No,No,0,0,No
P35638,No,No,No,0,0,No
P35639,No,No,No,0,0,No
P35658,No,No,No,0,0,No
P35659,No,No,No,0,0,No
P35663,No,No,No,0,0,No
P35670,No,No,No,1,0,Yes
P35680,No,No,No,0,0,No
P35689,No,No,No,0,0,No
P35700,No,No,No,0,0,No
P35704,No,No,No,0,0,No
P35710,No,No,No,0,0,No
P35711,No,No,No,0,0,No
P35712,No,No,No,0,0,No
P35713,Yes,No,No,0,0,No
P35716,No,No,No,0,0,No
P35737,Yes,Yes,Yes,0,10,No
P35738,No,No,No,0,0,No
P35739,Yes,No,Yes,0,38,Yes
P35745,No,No,No,0,0,No
P35749,No,No,No,0,0,No
P35754,No,No,No,0,0,No
P35761,No,No,No,0,0,No
P35762,No,Yes,No,0,8,Yes
P35763,Yes,Yes,Yes,0,16,No
P35789,No,No,No,0,0,No
P35790,Yes,No,No,0,0,No
P35802,No,Yes,No,0,20,Yes
P35803,No,No,No,0,6,No
P35813,No,No,No,0,0,No
P35815,No,No,No,0,0,No
P35821,No,No,No,0,36,No
P35822,Yes,Yes,Yes,0,105,Yes
P35831,No,No,No,0,0,No
P35846,Yes,Yes,Yes,0,34,No
P35858,Yes,Yes,Yes,0,22,No
P35859,Yes,Yes,Yes,0,30,No
P35869,No,No,No,0,0,No
P35894,No,No,No,0,10,Yes
P35895,No,No,No,0,0,Yes
P35896,No,No,No,0,14,Yes
P35897,No,No,No,0,2,Yes
P35898,No,Yes,No,0,0,Yes
P35899,No,Yes,No,0,16,Yes
P35900,No,No,No,0,0,No
P35908,No,No,No,0,0,No
P35913,No,No,No,0,16,No
P35914,No,No,Yes,0,17,No
P35916,Yes,Yes,Yes,4,146,Yes
P35917,Yes,Yes,Yes,0,154,Yes
P35918,Yes,Yes,Yes,0,77,Yes
P35922,No,No,No,0,0,No
P35951,Yes,Yes,Yes,0,94,Yes
P35952,Yes,Yes,Yes,0,92,Yes
P35968,Yes,Yes,Yes,4,220,Yes
P35969,Yes,Yes,Yes,0,82,Yes
P35979,No,No,No,0,0,No
P35980,No,No,No,0,0,No
P35991,No,No,No,0,0,No
P35998,No,No,No,0,0,No
P36021,No,No,No,2,5,Yes
P36198,No,No,No,0,0,No
P36201,No,No,No,0,0,No
P36202,No,No,No,0,0,No
P36222,Yes,Yes,Yes,0,8,No
P36268,Yes,No,Yes,1,48,No
P36269,Yes,No,Yes,1,66,Yes
P36363,Yes,No,No,0,6,No
P36364,No,No,No,0,0,No
P36365,No,No,Yes,0,68,No
P36368,Yes,Yes,Yes,0,11,No
P36369,Yes,Yes,Yes,0,11,No
P36370,No,Yes,Yes,0,22,No
P36371,No,Yes,Yes,0,14,No
P36372,No,Yes,Yes,0,12,No
P36373,Yes,Yes,Yes,0,5,No
P36374,Yes,Yes,Yes,0,5,No
P36375,Yes,Yes,Yes,0,10,No
P36376,Yes,Yes,Yes,0,7,No
P36380,No,Yes,No,0,12,Yes
P36382,Yes,No,No,3,6,Yes
P36383,Yes,No,No,2,8,Yes
P36394,No,No,No,0,0,No
P36402,No,No,No,0,0,No
P36404,No,No,No,0,0,No
P36405,No,No,No,0,0,No
P36406,No,No,No,0,0,No
P36407,No,No,No,0,0,No
P36423,No,Yes,No,0,26,No
P36506,No,No,Yes,0,3,No
P36507,No,No,Yes,0,18,No
P36508,No,No,No,0,0,No
P36510,Yes,Yes,Yes,0,22,Yes
P36511,Yes,Yes,Yes,0,10,No
P36536,No,No,No,0,0,No
P36537,No,Yes,Yes,1,46,No
P36542,No,No,No,0,0,No
P36543,No,No,No,0,0,No
P36544,Yes,Yes,Yes,3,29,Yes
P36551,No,No,No,0,0,No
P36552,No,No,No,0,0,No
P36575,No,No,No,0,0,No
P36576,No,No,No,0,0,No
P36577,No,No,No,0,0,No
P36578,No,No,No,0,0,No
P36633,Yes,No,Yes,0,40,No
P36639,No,No,No,0,0,No
P36776,No,No,No,0,0,No
P36860,No,No,No,0,0,No
P36871,No,No,No,0,0,No
P36873,No,No,No,1,0,No
P36876,No,No,No,0,0,No
P36877,No,No,No,0,0,No
P36888,Yes,Yes,No,4,126,Yes
P36894,Yes,Yes,Yes,4,22,Yes
P36895,Yes,Yes,Yes,0,22,Yes
P36896,Yes,Yes,Yes,4,4,Yes
P36897,Yes,Yes,Yes,4,8,Yes
P36898,No,No,No,0,14,Yes
P36915,No,No,No,0,0,No
P36916,No,No,No,0,0,No
P36940,No,No,No,0,21,Yes
P36941,Yes,Yes,Yes,4,28,Yes
P36952,Yes,No,No,0,0,No
P36953,Yes,Yes,Yes,0,44,No
P36954,No,No,No,0,0,No
P36955,Yes,Yes,Yes,0,12,No
P36956,No,No,No,1,0,No
P36957,No,No,No,0,0,No
P36959,No,No,No,0,0,No
P36969,Yes,Yes,Yes,0,17,No
P36970,Yes,Yes,Yes,0,17,No
P36972,No,No,No,0,0,No
P36980,Yes,Yes,Yes,0,10,No
P36993,No,No,No,0,0,No
P37023,Yes,Yes,Yes,3,0,Yes
P37040,No,No,No,0,14,No
P37058,Yes,No,Yes,1,26,No
P37059,Yes,No,Yes,1,6,No
P37088,No,No,No,3,60,Yes
P37089,No,No,No,0,76,Yes
P37090,No,No,No,0,62,Yes
P37091,No,No,No,0,44,Yes
P37108,No,No,No,0,0,No
P37136,Yes,Yes,Yes,0,20,No
P37172,Yes,No,No,0,12,Yes
P37173,No,Yes,No,4,24,Yes
P37198,No,No,No,0,0,No
P37199,No,No,Yes,0,45,No
P37200,No,No,No,0,0,No
P37217,No,Yes,No,0,6,Yes
P37230,No,No,No,0,0,No
P37231,No,No,No,0,0,No
P37235,No,No,No,0,0,No
P37237,Yes,Yes,Yes,0,12,No
P37238,No,No,No,0,0,No
P37242,No,No,No,0,0,No
P37268,No,No,No,0,27,No
P37275,No,No,No,0,0,No
P37285,No,No,No,0,0,No
P37287,No,No,No,1,60,No
P37288,No,No,No,3,34,Yes
P37361,No,No,No,0,0,No
P37377,No,No,No,0,0,No
P37397,No,No,No,0,0,No
P37727,No,No,No,0,0,No
P37802,No,No,No,0,0,No
P37804,No,No,No,0,0,No
P37805,No,No,No,0,0,No
P37837,No,No,No,0,0,No
P37840,No,No,No,0,0,No
P37889,Yes,Yes,Yes,0,82,No
P37913,No,No,No,0,0,No
P37996,No,No,No,0,0,No
P38060,No,No,Yes,0,6,No
P38062,No,No,No,0,0,No
P38117,No,No,No,0,0,No
P38159,No,No,No,0,0,No
P38398,No,No,No,0,123,No
P38405,No,No,No,0,0,No
P38406,No,No,No,0,0,No
P38432,No,No,No,0,0,No
P38435,No,No,No,2,62,No
P38438,Yes,No,No,0,12,Yes
P38444,Yes,No,Yes,0,27,Yes
P38445,Yes,No,Yes,0,20,Yes
P38483,No,No,No,0,12,No
P38484,Yes,Yes,Yes,4,44,Yes
P38532,No,No,No,0,0,No
P38533,No,No,No,0,0,No
P38552,No,No,No,0,0,No
P38567,Yes,No,No,2,50,No
P38570,Yes,Yes,Yes,4,122,Yes
P38571,Yes,Yes,Yes,0,35,No
P38575,Yes,Yes,Yes,0,20,No
P38585,No,No,No,0,0,No
P38606,No,No,No,0,0,No
P38639,No,No,No,0,0,No
P38640,No,No,No,0,0,No
P38641,No,No,No,0,0,No
P38642,No,No,No,0,0,No
P38643,No,No,No,0,0,No
P38644,No,No,No,0,0,No
P38646,No,No,No,0,0,No
P38647,No,No,Yes,0,36,No
P38649,No,Yes,No,0,22,No
P38650,No,No,No,0,0,No
P38652,No,No,No,0,0,No
P38656,No,No,No,0,0,No
P38659,Yes,Yes,Yes,0,8,No
P38718,No,No,No,0,6,No
P38918,No,No,No,0,0,No
P38919,No,No,No,0,0,No
P38935,No,No,No,0,0,No
P38936,No,No,No,0,0,No
P38983,No,No,No,0,0,No
P39019,No,No,No,0,0,No
P39020,No,No,No,0,0,No
P39023,No,No,No,0,0,No
P39032,No,No,No,0,0,No
P39038,Yes,Yes,Yes,0,74,Yes
P39039,Yes,Yes,Yes,0,0,No
P39052,No,No,No,0,0,No
P39053,No,No,No,0,0,No
P39054,No,No,No,0,0,No
P39059,Yes,Yes,Yes,0,31,No
P39060,Yes,Yes,Yes,0,25,No
P39061,Yes,Yes,Yes,0,14,No
P39069,No,No,No,0,0,No
P39086,Yes,No,No,3,84,Yes
P39087,Yes,Yes,Yes,0,107,Yes
P39098,No,Yes,No,0,24,No
P39210,No,No,No,0,0,No
P39428,No,No,No,0,0,No
P39429,No,No,No,0,0,No
P39447,No,No,No,0,0,No
P39654,No,No,No,0,0,No
P39655,No,No,Yes,0,6,No
P39656,Yes,Yes,Yes,0,0,No
P39687,No,No,No,0,0,No
P39688,No,No,No,0,0,No
P39689,No,No,No,0,0,No
P39748,No,No,No,0,0,No
P39749,No,No,No,0,0,No
P39876,Yes,Yes,Yes,0,15,No
P39877,Yes,Yes,Yes,1,6,No
P39878,Yes,Yes,Yes,0,6,No
P39880,No,No,No,0,0,No
P39900,Yes,Yes,Yes,0,41,No
P39905,Yes,Yes,Yes,0,17,No
P39947,No,No,No,0,0,No
P39948,No,No,No,0,0,No
P39949,No,No,No,0,0,No
P39950,No,No,No,0,0,No
P39951,No,No,No,0,0,No
P40112,No,No,No,0,0,No
P40121,No,No,No,0,0,No
P40123,No,No,No,0,0,No
P40124,No,No,No,0,0,No
P40126,Yes,Yes,Yes,3,74,No
P40142,No,No,No,0,0,No
P40145,No,No,No,2,35,No
P40146,No,No,No,0,26,No
P40189,Yes,Yes,Yes,4,82,Yes
P40190,Yes,Yes,Yes,0,104,Yes
P40197,Yes,Yes,Yes,4,56,Yes
P40198,Yes,Yes,No,4,8,Yes
P40199,Yes,Yes,No,2,16,No
P40200,No,No,No,4,148,Yes
P40201,No,No,No,0,0,No
P40205,No,No,No,0,0,No
P40222,No,No,No,0,0,No
P40223,Yes,Yes,Yes,0,66,Yes
P40224,Yes,Yes,Yes,0,0,No
P40225,Yes,Yes,Yes,0,20,No
P40226,Yes,Yes,Yes,0,21,No
P40227,No,No,No,0,0,No
P40237,No,Yes,No,0,40,Yes
P40238,Yes,Yes,Yes,4,38,Yes
P40240,No,Yes,No,0,0,Yes
P40241,No,Yes,No,0,12,Yes
P40259,Yes,Yes,Yes,4,46,Yes
P40261,No,No,No,0,0,No
P40305,Yes,No,Yes,2,0,No
P40306,No,No,No,0,0,No
P40307,No,No,No,0,0,No
P40313,Yes,Yes,Yes,0,19,No
P40329,No,No,No,0,0,No
P40336,No,No,No,0,0,No
P40337,No,No,No,0,0,No
P40338,No,No,No,0,0,No
P40394,No,No,No,0,0,No
P40424,No,No,No,0,0,No
P40425,No,No,No,0,0,No
P40426,No,No,No,0,0,No
P40429,No,No,No,0,0,No
P40615,No,No,No,0,0,No
P40616,No,No,No,0,0,No
P40617,No,No,No,0,0,No
P40630,No,No,No,0,0,No
P40645,No,No,No,0,0,No
P40646,No,No,No,0,0,No
P40692,No,No,No,0,0,No
P40694,No,No,No,0,0,No
P40748,No,No,No,0,14,No
P40749,No,Yes,No,0,0,No
P40753,Yes,Yes,Yes,0,0,No
P40763,No,No,No,0,0,No
P40764,No,No,No,0,0,No
P40818,No,No,No,0,0,No
P40855,No,No,No,0,0,No
P40879,No,No,No,3,41,Yes
P40925,No,No,No,0,0,No
P40926,No,No,No,0,0,No
P40933,Yes,Yes,Yes,1,14,No
P40935,No,No,No,0,0,No
P40936,No,No,No,0,0,No
P40937,No,No,No,0,0,No
P40938,No,No,No,0,0,No
P40939,No,No,No,0,0,No
P40967,Yes,Yes,Yes,3,16,No
P41002,No,No,No,0,5,No
P41034,No,No,No,0,0,No
P41047,No,No,No,0,24,Yes
P41091,No,No,No,0,0,No
P41105,No,No,No,0,0,No
P41123,No,No,No,0,0,No
P41133,No,No,No,0,0,No
P41134,No,No,Yes,0,6,No
P41135,No,No,No,0,0,No
P41136,No,No,No,0,0,No
P41137,No,No,No,0,0,No
P41138,No,No,No,0,0,No
P41139,No,Yes,No,0,0,No
P41143,Yes,No,No,2,2,Yes
P41145,No,No,No,3,0,Yes
P41146,No,No,No,2,2,Yes
P41149,No,No,No,0,12,Yes
P41155,No,Yes,No,0,10,Yes
P41156,No,No,No,0,0,No
P41158,No,No,No,0,0,No
P41159,Yes,Yes,Yes,0,0,No
P41160,Yes,Yes,Yes,0,0,No
P41161,No,No,No,0,0,No
P41162,No,No,No,0,0,No
P41163,No,No,No,0,0,No
P41164,No,No,No,0,0,No
P41180,Yes,Yes,Yes,4,130,Yes
P41181,Yes,No,No,4,4,Yes
P41182,No,No,No,0,0,No
P41183,No,No,No,0,0,No
P41208,No,No,No,0,0,No
P41209,No,No,No,0,0,No
P41212,No,No,No,0,0,No
P41214,No,No,No,0,0,No
P41216,No,No,No,0,54,No
P41217,Yes,Yes,Yes,4,44,Yes
P41218,No,No,No,0,0,No
P41219,No,No,No,0,0,No
P41220,No,No,No,0,0,No
P41221,Yes,No,Yes,1,34,No
P41222,Yes,Yes,Yes,0,17,No
P41223,No,No,No,0,0,No
P41224,No,No,No,0,0,No
P41225,No,No,No,0,0,No
P41226,No,No,No,0,22,No
P41227,No,No,No,0,0,No
P41229,No,No,No,0,0,No
P41230,No,No,No,0,0,No
P41231,No,No,No,3,18,Yes
P41232,No,No,No,0,30,Yes
P41233,No,Yes,No,0,164,Yes
P41234,No,No,No,0,167,No
P41235,No,No,No,0,0,No
P41236,No,No,No,0,0,No
P41237,No,Yes,No,0,0,No
P41238,No,No,No,0,0,No
P41240,No,No,No,0,0,No
P41241,No,No,No,0,0,No
P41242,No,No,No,0,0,No
P41243,No,No,No,0,0,No
P41244,Yes,No,Yes,0,6,No
P41245,Yes,Yes,Yes,0,24,No
P41247,No,No,Yes,0,6,No
P41250,Yes,No,Yes,0,30,No
P41251,No,No,No,0,4,Yes
P41252,No,No,No,0,0,No
P41271,Yes,Yes,Yes,0,5,No
P41272,Yes,Yes,Yes,0,28,Yes
P41273,Yes,No,No,3,0,Yes
P41274,No,No,No,0,24,Yes
P41279,No,No,No,0,0,No
P41317,Yes,Yes,Yes,0,23,No
P41350,No,No,No,0,0,No
P41413,Yes,No,Yes,0,182,Yes
P41438,No,No,No,0,0,Yes
P41439,Yes,Yes,Yes,0,36,No
P41440,No,No,No,4,12,Yes
P41498,No,No,No,0,0,No
P41499,No,No,No,0,0,No
P41516,No,No,No,0,0,No
P41539,Yes,Yes,Yes,0,6,No
P41542,No,No,No,0,0,No
P41562,No,No,No,0,0,No
P41565,No,No,No,0,0,No
P41567,No,No,No,0,0,No
P41586,Yes,Yes,Yes,3,36,Yes
P41587,Yes,Yes,Yes,3,34,Yes
P41588,Yes,Yes,Yes,0,24,Yes
P41593,Yes,Yes,Yes,0,52,Yes
P41594,Yes,Yes,Yes,3,67,Yes
P41595,No,No,No,3,18,Yes
P41597,No,No,No,4,10,Yes
P41682,No,No,No,0,0,No
P41731,No,Yes,No,0,54,Yes
P41732,Yes,No,No,4,8,Yes
P41738,No,No,No,0,0,No
P41739,No,No,No,0,0,No
P41740,Yes,Yes,Yes,0,48,Yes
P41743,No,No,No,0,0,No
P41777,No,No,No,0,0,No
P41778,No,No,No,0,0,No
P41968,No,No,No,3,0,Yes
P41969,No,No,No,0,0,No
P41970,No,No,No,0,0,No
P41971,No,No,No,0,0,No
P42025,No,No,No,0,0,No
P42081,Yes,Yes,Yes,4,48,Yes
P42082,Yes,Yes,Yes,0,46,Yes
P42123,No,No,No,0,0,No
P42125,No,No,No,0,0,No
P42126,No,No,No,0,0,No
P42127,Yes,Yes,Yes,0,12,No
P42128,No,Yes,No,0,0,No
P42166,No,No,No,1,0,No
P42167,No,No,No,1,42,No
P42203,Yes,Yes,Yes,0,14,No
P42208,No,No,No,0,0,No
P42209,No,No,No,0,0,No
P42224,No,No,No,0,0,No
P42225,No,No,No,0,0,No
P42226,No,No,No,0,0,No
P42227,No,No,No,0,0,No
P42228,No,No,No,0,0,No
P42229,No,No,No,0,0,No
P42230,No,No,No,0,0,No
P42232,No,No,No,0,0,No
P42260,Yes,Yes,Yes,0,107,Yes
P42261,Yes,Yes,Yes,4,58,Yes
P42262,Yes,Yes,Yes,3,48,Yes
P42263,Yes,Yes,Yes,4,68,Yes
